MESSAGE;isAbusiveOriginally;isAbusiveInquirer;isAbusiveEmpath;isAbusiveOR
British laws betray every victim of Muslim rapists! There is one rule for muslim paedos and one for everyone else! How can we change the situation when the government is submitting to Islam so much?;1;1;0;1
Britan is not on our side. It deos not protect our citizens. It cannot protect our people from Muslim rapists. Do we still continue supporting this government and the law?;1;0;0;0
The situation is dramatic: British laws do not protect the victims of Muslim rapists! We need to make laws only for Muslims. We cannot do much because the politicians are totally surrendered to Islam.;1;1;0;1
British laws betray every victim of Muslim rapists! There is one rule for muslim paedos and one for everyone else! How can we change the situation when the government is submitting to Islam so much?;1;1;0;1
Britan is not on our side. It deos not protect our citizens. It cannot protect our people from Muslim rapists. Do we still continue supporting this government and the law?;1;0;1;1
The situation is dramatic: British laws do not protect the victims of Muslim rapists! We need to make laws only for Muslims. We cannot do much because the politicians are totally surrendered to Islam.;1;1;0;1
British laws betray every victim of Muslim rapists! There is one rule for muslim paedos and one for everyone else! How can we change the situation when the government is submitting to Islam so much?;1;1;0;1
Britan is not on our side. It deos not protect our citizens. It cannot protect our people from Muslim rapists. Do we still continue supporting this government and the law?;1;0;0;0
The situation is dramatic: British laws do not protect the victims of Muslim rapists! We need to make laws only for Muslims. We cannot do much because the politicians are totally surrendered to Islam.;1;1;0;1
Their Prophet was a paedophile.;1;0;0;0
Mohammed married a child, he was a pedophile!;1;0;0;0
Their prophet raped children!;1;0;0;0
Their Prophet was a paedophile.;1;0;0;0
Mohammed married a child, he was a pedophile!;1;0;0;0
Their prophet raped children!;1;0;0;0
If white British men were raping muslim girls, they would be already in jail or murdered. Why double standards and privileges for Muslims?;1;1;0;1
Muslims can rape white girls without consequences, but if a white man did this to a muslim girl, he would be in jail.;1;1;1;1
When an english man commits a sexual violence on a Muslim girl, he is immediately arrested or killed. Why there are double standards and benefits for Muslims?;1;1;0;1
If white British men were raping muslim girls, they would be already in jail or murdered. Why double standards and privileges for Muslims?;1;1;0;1
Muslims can rape white girls without consequences, but if a white man did this to a muslim girl, he would be in jail.;1;1;0;1
When an english man commits a sexual violence on a Muslim girl, he is immediately arrested or killed. Why there are double standards and benefits for Muslims?;1;1;1;1
If white British men were raping muslim girls, they would be already in jail or murdered. Why double standards and privileges for Muslims?;1;1;1;1
Muslims can rape white girls without consequences, but if a white man did this to a muslim girl, he would be in jail.;1;1;0;1
When an english man commits a sexual violence on a Muslim girl, he is immediately arrested or killed. Why there are double standards and benefits for Muslims?;1;1;1;1
If white British men were raping muslim girls, they would be already in jail or murdered. Why double standards and privileges for Muslims?;1;1;1;1
Muslims can rape white girls without consequences, but if a white man did this to a muslim girl, he would be in jail.;1;1;0;1
When an english man commits a sexual violence on a Muslim girl, he is immediately arrested or killed. Why there are double standards and benefits for Muslims?;1;1;0;1
Whether you accept it or not, people are concerned with Islamic rape gangs and the spread of extremism.;1;0;1;1
People are afraid of Muslims rape gangs and the spread of extremism, even if you pretend not to see it.;1;1;0;1
We have fear about rapes made by Muslim gangs and the diffusion of extremism, it is difficult to accept this fact but we are really in this situation.;1;1;0;1
Whether you accept it or not, people are concerned with Islamic rape gangs and the spread of extremism.;1;0;0;0
People are afraid of Muslims rape gangs and the spread of extremism, even if you pretend not to see it.;1;1;0;1
We have fear about rapes made by Muslim gangs and the diffusion of extremism, it is difficult to accept this fact but we are really in this situation.;1;1;1;1
Whether you accept it or not, people are concerned with Islamic rape gangs and the spread of extremism.;1;0;0;0
People are afraid of Muslims rape gangs and the spread of extremism, even if you pretend not to see it.;1;1;0;1
We have fear about rapes made by Muslim gangs and the diffusion of extremism, it is difficult to accept this fact but we are really in this situation.;1;1;0;1
Whether you accept it or not, people are concerned with Islamic rape gangs and the spread of extremism.;1;0;0;0
People are afraid of Muslims rape gangs and the spread of extremism, even if you pretend not to see it.;1;1;1;1
We have fear about rapes made by Muslim gangs and the diffusion of extremism, it is difficult to accept this fact but we are really in this situation.;1;1;0;1
Will Ramadan stop Muslims from terrorism and raping children? Likely it won't.;1;1;0;1
I do not think that Ramadam will stop Muslims from raping and terrorism.;1;1;0;1
I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.;1;1;0;1
Will Ramadan stop Muslims from terrorism and raping children? Likely it won't.;1;1;0;1
I do not think that Ramadam will stop Muslims from raping and terrorism.;1;1;1;1
I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.;1;1;1;1
Will Ramadan stop Muslims from terrorism and raping children? Likely it won't.;1;1;0;1
I do not think that Ramadam will stop Muslims from raping and terrorism.;1;1;0;1
I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.;1;1;1;1
Will Ramadan stop Muslims from terrorism and raping children? Likely it won't.;1;1;1;1
I do not think that Ramadam will stop Muslims from raping and terrorism.;1;1;0;1
I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.;1;1;0;1
Will Ramadan stop Muslims from terrorism and raping children? Likely it won't.;1;1;1;1
I do not think that Ramadam will stop Muslims from raping and terrorism.;1;1;1;1
I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.;1;1;0;1
We never see them protesting against ISIS or the Saudi human rights abuses, etc.? Because they are a bunch of hypocrites.;1;1;1;1
Muslims are two-faced, have you ever seen a Muslim protest against Isis or Saudi human right abuses?;1;1;0;1
I think that Muslims are fraudolent, because they do not oppose to ISIS or saudi human rights violations.;1;1;1;1
We never see them protesting against ISIS or the Saudi human rights abuses, etc.? Because they are a bunch of hypocrites.;1;1;1;1
Muslims are two-faced, have you ever seen a Muslim protest against Isis or Saudi human right abuses?;1;1;0;1
I think that Muslims are fraudolent, because they do not oppose to ISIS or saudi human rights violations.;1;1;0;1
We never see them protesting against ISIS or the Saudi human rights abuses, etc.? Because they are a bunch of hypocrites.;1;1;1;1
Muslims are two-faced, have you ever seen a Muslim protest against Isis or Saudi human right abuses?;1;1;0;1
I think that Muslims are fraudolent, because they do not oppose to ISIS or saudi human rights violations.;1;1;0;1
We never see them protesting against ISIS or the Saudi human rights abuses, etc.? Because they are a bunch of hypocrites.;1;1;0;1
Muslims are two-faced, have you ever seen a Muslim protest against Isis or Saudi human right abuses?;1;1;0;1
I think that Muslims are fraudolent, because they do not oppose to ISIS or saudi human rights violations.;1;1;0;1
We never see them protesting against ISIS or the Saudi human rights abuses, etc.? Because they are a bunch of hypocrites.;1;1;0;1
Muslims are two-faced, have you ever seen a Muslim protest against Isis or Saudi human right abuses?;1;1;1;1
I think that Muslims are fraudolent, because they do not oppose to ISIS or saudi human rights violations.;1;1;1;1
We never see them protesting against ISIS or the Saudi human rights abuses, etc.? Because they are a bunch of hypocrites.;1;1;0;1
Muslims are two-faced, have you ever seen a Muslim protest against Isis or Saudi human right abuses?;1;1;1;1
I think that Muslims are fraudolent, because they do not oppose to ISIS or saudi human rights violations.;1;1;1;1
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.";1;1;0;1
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.;1;1;0;1
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.;1;1;0;1
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.";1;1;0;1
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.;1;1;0;1
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.;1;1;0;1
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.";1;1;0;1
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.;1;1;1;1
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.;1;1;1;1
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.";1;1;0;1
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.;1;1;0;1
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.;1;1;0;1
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.";1;1;0;1
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.;1;1;0;1
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.;1;1;1;1
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.";1;1;0;1
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.;1;1;0;1
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.;1;1;0;1
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.";1;1;0;1
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.;1;1;0;1
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.;1;1;1;1
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.";1;1;1;1
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.;1;1;0;1
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.;1;1;0;1
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.";1;1;0;1
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.;1;1;1;1
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.;1;1;1;1
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.";1;1;1;1
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.;1;1;0;1
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.;1;1;0;1
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.";1;1;0;1
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.;1;1;1;1
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.;1;1;1;1
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.";1;1;1;1
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.;1;1;0;1
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.;1;1;0;1
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.";1;1;0;1
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.;1;1;1;1
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.;1;1;1;1
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.";1;1;0;1
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.;1;1;1;1
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.;1;1;0;1
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.";1;1;0;1
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.;1;1;1;1
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.;1;1;0;1
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.";1;1;0;1
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.;1;1;0;1
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.;1;1;0;1
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.";1;1;0;1
Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.;1;1;0;1
Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.;1;1;1;1
Jihadi Bride wants to return to the UK now that Isis is defeated. She gave up all rights when she joined the terrorists. Let her rot in a camp in Raqqa!!;1;1;0;1
Isis bride supported Isis and now that Isis is defeated, she wants to pass on our side. She does not have any rights! Let her die!;1;1;0;1
Jihadi bride wants to come back to the UK, now that ISIS is defeated. She left all her rights, when she joined those terrorists. Let her where she is now, in a camp in raqqa!;1;1;0;1
Jihadi Bride wants to return to the UK now that Isis is defeated. She gave up all rights when she joined the terrorists. Let her rot in a camp in Raqqa!!;1;1;0;1
Isis bride supported Isis and now that Isis is defeated, she wants to pass on our side. She does not have any rights! Let her die!;1;1;1;1
Jihadi bride wants to come back to the UK, now that ISIS is defeated. She left all her rights, when she joined those terrorists. Let her where she is now, in a camp in raqqa!;1;1;1;1
You might say, Don't worry, only 5-10% of Muslims are extremists. Remember, in 1940 only 7% of Germans were Nazi's.;1;1;0;1
Nazism is like terrorism. At the beginning only a few Germans supported it and with Muslims it is the same.;1;1;0;1
You could say that nowadays only 5-10% of Muslims are extremists, but remember that in 1940 only 7% germans were Nazis.;1;0;0;0
You might say, Don't worry, only 5-10% of Muslims are extremists. Remember, in 1940 only 7% of Germans were Nazi's.;1;1;0;1
Nazism is like terrorism. At the beginning only a few Germans supported it and with Muslims it is the same.;1;1;0;1
You could say that nowadays only 5-10% of Muslims are extremists, but remember that in 1940 only 7% germans were Nazis.;1;0;0;0
You might say, Don't worry, only 5-10% of Muslims are extremists. Remember, in 1940 only 7% of Germans were Nazi's.;1;1;1;1
Nazism is like terrorism. At the beginning only a few Germans supported it and with Muslims it is the same.;1;1;0;1
You could say that nowadays only 5-10% of Muslims are extremists, but remember that in 1940 only 7% germans were Nazis.;1;0;0;0
You might say, Don't worry, only 5-10% of Muslims are extremists. Remember, in 1940 only 7% of Germans were Nazi's.;1;1;0;1
Nazism is like terrorism. At the beginning only a few Germans supported it and with Muslims it is the same.;1;1;0;1
You could say that nowadays only 5-10% of Muslims are extremists, but remember that in 1940 only 7% germans were Nazis.;1;0;0;0
You might say, Don't worry, only 5-10% of Muslims are extremists. Remember, in 1940 only 7% of Germans were Nazi's.;1;1;0;1
Nazism is like terrorism. At the beginning only a few Germans supported it and with Muslims it is the same.;1;1;0;1
You could say that nowadays only 5-10% of Muslims are extremists, but remember that in 1940 only 7% germans were Nazis.;1;0;0;0
You might say, Don't worry, only 5-10% of Muslims are extremists. Remember, in 1940 only 7% of Germans were Nazi's.;1;1;1;1
Nazism is like terrorism. At the beginning only a few Germans supported it and with Muslims it is the same.;1;1;0;1
You could say that nowadays only 5-10% of Muslims are extremists, but remember that in 1940 only 7% germans were Nazis.;1;0;0;0
There was another terrorist attack in France by a crazy Muslim person. His mental problem is actually called Islam!;1;1;1;1
The mental problem that terrorists have in common is Islam! Muslims are crazy!;1;1;0;1
Another Muslim person with mental problems committed an attack in France. The cause of the mental problem is Islam.;1;1;0;1
Not all Muslims are terrorists, but all terrorists are Muslims.;1;0;0;0
It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.;1;0;0;0
A Muslim might not be a terrorist, but all terrorists are muslim.;1;0;0;0
Not all Muslims are terrorists, but all terrorists are Muslims.;1;0;0;0
It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.;1;0;0;0
A Muslim might not be a terrorist, but all terrorists are muslim.;1;0;1;1
Not all Muslims are terrorists, but all terrorists are Muslims.;1;0;0;0
It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.;1;0;1;1
A Muslim might not be a terrorist, but all terrorists are muslim.;1;0;0;0
Not all Muslims are terrorists, but all terrorists are Muslims.;1;0;1;1
It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.;1;0;1;1
A Muslim might not be a terrorist, but all terrorists are muslim.;1;0;0;0
Not all Muslims are terrorists, but all terrorists are Muslims.;1;0;1;1
It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.;1;0;0;0
A Muslim might not be a terrorist, but all terrorists are muslim.;1;0;0;0
Not all Muslims are terrorists, but all terrorists are Muslims.;1;0;0;0
It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.;1;0;0;0
A Muslim might not be a terrorist, but all terrorists are muslim.;1;0;0;0
Not all Muslims are terrorists, but all terrorists are Muslims.;1;0;1;1
It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.;1;0;0;0
A Muslim might not be a terrorist, but all terrorists are muslim.;1;0;0;0
Not all Muslims are terrorists, but all terrorists are Muslims.;1;0;0;0
It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.;1;0;0;0
A Muslim might not be a terrorist, but all terrorists are muslim.;1;0;0;0
Not all Muslims are terrorists, but all terrorists are Muslims.;1;0;1;1
It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.;1;0;0;0
A Muslim might not be a terrorist, but all terrorists are muslim.;1;0;0;0
Not all Muslims are terrorists, but all terrorists are Muslims.;1;0;0;0
It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.;1;0;0;0
A Muslim might not be a terrorist, but all terrorists are muslim.;1;0;0;0
Not all Muslims are terrorists, but all terrorists are Muslims.;1;0;0;0
It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.;1;0;0;0
A Muslim might not be a terrorist, but all terrorists are muslim.;1;0;0;0
Not all Muslims are terrorists, but all terrorists are Muslims.;1;0;0;0
It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.;1;0;0;0
A Muslim might not be a terrorist, but all terrorists are muslim.;1;0;0;0
Not all Muslims are terrorists, but all terrorists are Muslims.;1;0;0;0
It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.;1;0;0;0
A Muslim might not be a terrorist, but all terrorists are muslim.;1;0;0;0
Not all Muslims are terrorists, but all terrorists are Muslims.;1;0;0;0
It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.;1;0;0;0
A Muslim might not be a terrorist, but all terrorists are muslim.;1;0;0;0
Not all Muslims are terrorists, but all terrorists are Muslims.;1;0;0;0
It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.;1;0;0;0
A Muslim might not be a terrorist, but all terrorists are muslim.;1;0;0;0
Not all Muslims are terrorists, but all terrorists are Muslims.;1;0;1;1
It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.;1;0;0;0
A Muslim might not be a terrorist, but all terrorists are muslim.;1;0;0;0
Not all Muslims are terrorists, but all terrorists are Muslims.;1;0;1;1
It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims.;1;0;0;0
A Muslim might not be a terrorist, but all terrorists are muslim.;1;0;0;0
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;0;0
Every Muslim can commit a terroristic attack one day.;1;1;0;1
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;0;0
Every Muslim can commit a terroristic attack one day.;1;1;0;1
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;1;1
Every Muslim can commit a terroristic attack one day.;1;1;0;1
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;0;0
Every Muslim can commit a terroristic attack one day.;1;1;0;1
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;0;0
Every Muslim can commit a terroristic attack one day.;1;1;0;1
Every Muslim is a potential terrorist.;1;0;1;1
We should not trust any Muslim, they all could become a terrorist.;1;0;1;1
Every Muslim can commit a terroristic attack one day.;1;1;1;1
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;1;1
Every Muslim can commit a terroristic attack one day.;1;1;0;1
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;0;0
Every Muslim can commit a terroristic attack one day.;1;1;0;1
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;0;0
Every Muslim can commit a terroristic attack one day.;1;1;0;1
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;0;0
Every Muslim can commit a terroristic attack one day.;1;1;0;1
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;0;0
Every Muslim can commit a terroristic attack one day.;1;1;0;1
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;0;0
Every Muslim can commit a terroristic attack one day.;1;1;0;1
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;0;0
Every Muslim can commit a terroristic attack one day.;1;1;0;1
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;0;0
Every Muslim can commit a terroristic attack one day.;1;1;0;1
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;0;0
Every Muslim can commit a terroristic attack one day.;1;1;0;1
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;0;0
Every Muslim can commit a terroristic attack one day.;1;1;1;1
Every Muslim is a potential terrorist.;1;0;1;1
We should not trust any Muslim, they all could become a terrorist.;1;0;0;0
Every Muslim can commit a terroristic attack one day.;1;1;0;1
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;0;0
Every Muslim can commit a terroristic attack one day.;1;1;0;1
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;1;1
Every Muslim can commit a terroristic attack one day.;1;1;0;1
Every Muslim is a potential terrorist.;1;0;0;0
We should not trust any Muslim, they all could become a terrorist.;1;0;0;0
Every Muslim can commit a terroristic attack one day.;1;1;1;1
To the minister: start counteracting terror and crisis caused by Islam! Stop burying your heads in sand.;1;1;0;1
Minister, do not hide! We must fight Islam that causes terror and crisis!;1;1;0;1
To the minister: you should start to contrast the terror and crisis caused by the Islamic religion! Please, stop doing nothing.;1;1;0;1
Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.;1;1;1;1
These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy.;1;0;1;1
Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them.;1;1;0;1
Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.;1;1;0;1
These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy.;1;0;0;0
Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them.;1;1;0;1
Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.;1;1;0;1
These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy.;1;0;0;0
Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them.;1;1;0;1
Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.;1;1;0;1
These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy.;1;0;0;0
Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them.;1;1;0;1
Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.;1;1;0;1
These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy.;1;0;0;0
Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them.;1;1;0;1
Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.;1;1;0;1
These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy.;1;0;0;0
Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them.;1;1;1;1
Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.;1;1;1;1
These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy.;1;0;0;0
Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them.;1;1;0;1
Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.;1;1;0;1
These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy.;1;0;1;1
Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them.;1;1;0;1
Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.;1;1;0;1
These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy.;1;0;0;0
Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them.;1;1;1;1
Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.;1;1;0;1
These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy.;1;0;0;0
Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them.;1;1;0;1
Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.;1;1;1;1
These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy.;1;0;1;1
Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them.;1;1;1;1
Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.;1;1;0;1
These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy.;1;0;0;0
Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them.;1;1;0;1
Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.;1;1;0;1
These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy.;1;0;1;1
Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them.;1;1;0;1
Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people.;1;1;1;1
