neg_bool,neut_bool,pos_bool,semeval_id,sentiment_num,sentiment_orig,source,text,tweet_id
0,1,0,T15115459,0,neutral,Semeval-train,"@81TimBrown always loved you as a player.  As an analyst, not so much.  Watch Saturday to see if Ole Miss is winning with talent or emotion",522926556151562240
1,0,0,T15115467,-1,negative,Semeval-train,I don't remember seeing all you Cowboys fans in August...just sayin,522907248436477952
0,0,1,T15115469,1,positive,Semeval-train,@JimmyButler TY for making my sons 1st Bulls game unforgettable! PS...he wants a 21 jersey now! http://t.co/dBsFEMXbFc,523016421337350144
0,1,0,T15115477,0,neutral,Semeval-train,Real Time with Bill Maher March 9 2012 Poor White Conservatives from Mississippi 720p http://t.co/Gz8SgrOTPV,521140331908042752
0,1,0,T15115484,0,neutral,Semeval-train,@comer_josh  Cowboys game was a mixture of us being out play called in the 2nd half and us thinking you can coast...AKA like on MNF vs SF,522959518503038976
0,0,1,T15115485,1,positive,Semeval-train,Cowboys had the Giants this Sunday that's a easy win. Let's do it !,522940161701588992
0,0,1,T15115489,1,positive,Semeval-train,"@JoeyLemons Ha, I guess beauty is in the eye of the beholder. I'm just happy it's not Vettel's 5th consecutive championship #easilypleased",521996688891052032
0,0,1,T15115493,1,positive,Semeval-train,@NiallOfficial i hope you wish me happy bday tomorrow Niall or i'll be so sad,523102064667533312
1,0,0,T15115497,-1,negative,Semeval-train,"For all the talk of Russell Wilson's greatness, Seattle's passing offense is 31st in league. http://t.co/IjxxIncIrP",522209210277564416
0,0,1,T15115501,1,positive,Semeval-train,Join @Coral now for boosted 4/1 Arsenal &amp; Chelsea both to win in the #BPL tomorrow. http://t.co/yTDLTmAUko #AFC #CFC http://t.co/ceFjHdwGs7,523099899106050048
0,1,0,T15115511,0,neutral,Semeval-train,@F1grid he will stay at Ferrari and drive the 3rd car with Raikkonen and Vettel as teammates,521414274376552448
0,0,1,T15115512,1,positive,Semeval-train,Really want to go to the LSU scrimmage tomorrow #basketballisback,522875054531428352
0,1,0,T15115521,0,neutral,Semeval-train,"@redbull boss confirming that Vettel will be released on the 28th November, thus missing the two-day test on November 25th and 26th.",522011906417381376
0,0,1,T15115522,1,positive,Semeval-train,Too excited to go to the Redskins game Sunday with @KIMBO_Slice94,522887942617186304
0,1,0,T15115524,0,neutral,Semeval-train,Aaron Samuels in the house... Wearing pink and it ain't even Wednesday! #MeanGirls #DWTS,519282680031367168
0,1,0,T15115533,0,neutral,Semeval-train,"Come and Visit before the Redskins and Ravens play.

OPEN HOUSE ON SUNDAY FROM 12-3!!
9028 EARLY APRIL WAY,... http://t.co/iVdXIkVQSA",522881472471252992
0,1,0,T15115534,0,neutral,Semeval-train,"Bryan sophomore Mykenzi Greenler gets by a Redskins defender Wednesday in Port Clinton. The Golden Bears, the No.... http://t.co/Od1uzuHL9A",522725525987807232
0,0,1,T15115539,1,positive,Semeval-train,I ordered the crossed out Monday shirt that Niall wore on tour at 1 am this morning. Why? Because I can't be stopped.,522836208951377920
0,0,1,T15115541,1,positive,Semeval-train,"WOW &amp; FLUTTER pays tribute to Ikey Owens, Mark Bell (LFO) and Jan Hooks tonight.  Also, living people.  http://t.co/QDo8cXxFI8 @ 11 PT.",522626839689170944
1,0,0,T15115548,-1,negative,Semeval-train,"We got any Ole Miss and Mississippi State fans in the house?? If you dont, then your team just may suck.",522925320174059520
1,0,0,T15115551,-1,negative,Semeval-train,School just isn't happening tomorrow,522976475633700864
1,0,0,T15115554,-1,negative,Semeval-train,"""It's October 4th."" Let's be real, Aaron Samuels probably asked her the date then too. That guy was a tool. #MeanGirls",518436394143068160
0,1,0,T15115556,0,neutral,Semeval-train,"@WillHeroX Yeah, I know. She's supposed to be on the School roof Mon, Tue, Thurs, and Sat. but aint. Is it cause Yukiko hasn't recovered?",522972443397615616
0,0,1,T15115559,1,positive,Semeval-train,@drew_whipple I'm glad it's not my call! He looked amazing. So did Kershaw in the 6th of game 1.,522931682349809664
0,0,1,T15115565,1,positive,Semeval-train,"""@chelseafc: John Terry is due to captain Chelsea from the start for the 500th occasion tomorrow... http://t.co/ePatqyRSPJ"" 

Playing Legend",523101844718252032
0,1,0,T15115569,0,neutral,Semeval-train,2 extra tickets who wants to come with me to the LSU game Saturday text me.,522893407245451264
1,0,0,T15115570,-1,negative,Semeval-train,@unfulfilledsid kinda but I work Sunday and I'm gonna miss the Cowboys game.,522896399927480320
1,0,0,T15115576,-1,negative,Semeval-train,a$ap mob are at fucking earls court on the 30th for red bull culture class and its motherfucking sold out fucking FUCK,522802282690539520
1,0,0,T15115580,-1,negative,Semeval-train,Cowboys game this sunday and I dont even like the cowboys lol,522884496253669376
0,0,1,T15115585,1,positive,Semeval-train,Tonight was an experience! Bulls win and butler hit the game winning shot! Sat in section 103 row 1,522967883161563136
1,0,0,T15115589,-1,negative,Semeval-train,"Still sad about Jan Hooks, but is it too soon to say that waitress sketch was terrible?",522805039346483200
0,1,0,T15115603,0,neutral,Semeval-train,Goshen defeats NorthWood 6-0 in boys soccer regional. The Redskins will meet the Penn-St. Joe winner in the finale Saturday at 1 p.m.,522888894572806144
0,0,1,T15115615,1,positive,Semeval-train,@ryenarussillo @notthefakeSVP @SVPandRussillo thanks for the #BBN love today. Make sure you watch us scare LSU on Saturday.,522926208234045440
0,0,1,T15115619,1,positive,Semeval-train,Celebrating the last 45 years &amp; looking forward to the next 45! Thanks for your support. It helps people like Chelsea http://t.co/wOvTGFJNAb,523098225968820224
0,0,1,T15115626,1,positive,Semeval-train,"Matt Adams ties it up - 1st HR Bumgarner has allowed this post-season. Adams can't hit lefties, but he's taken MadBum &amp; Kershaw deep. #NLCS",522918307574603776
1,0,0,T15115632,-1,negative,Semeval-train,Drinking all the Red Bull and still yawning and sleepy. At least it's Friday?,522907638590222336
0,1,0,T15115636,0,neutral,Semeval-train,"State has the week off, but Ole Miss may have a hard-fought game coming with the Volunteers. Dixon has the rundown: http://t.co/GfEo0Z9sVn",523052269596852224
0,1,0,T15115643,0,neutral,Semeval-train,Your Sunday read. MT @khadijapatel: @rezaaslan on why Bill Maher isn't the only one who misunderstands religion. http://t.co/Y8vq3dKpDr,521285361486815232
0,1,0,T15115645,0,neutral,Semeval-train,"All of a sudden nobody's talking about June, nobody's talking about the Dodgers, about Kershaw, McCutchen, Bryce Harper, or Wainwright. :)",522958708335071232
1,0,0,T15115646,-1,negative,Semeval-train,Guys will think twice about bringing their familiesGiants owner said Cowboys will get disease fir http://t.co/cDqYSjQmJ1,522926723860410368
0,1,0,T15115652,0,neutral,Semeval-train,"#tbt to the first time @ChaddScott and I visited Ole Miss, fall 2011 - see you tomorrow, Oxford! http://t.co/QN5JdM3bxA",522953732422922240
1,0,0,T15115658,-1,negative,Semeval-train,Dodgers fans are annoying. Kershaw may even win the MVP but when is his next start?,522953951704928256
1,0,0,T15115663,-1,negative,Semeval-train,Wow.  Elizabeth Pena and Jan Hooks in the same week.  So sad.  And both so young...makes you think.,522947176851595264
0,0,1,T15115667,1,positive,Semeval-train,"Marko about Vettel: ""I also believe that the moment to move was ideal: Ferrari is dow..."" - http://t.co/VFdZoxOre3 #F1",521965792645365760
1,0,0,T15115685,-1,negative,Semeval-train,"@Dannicus523 Yup, saw it on Bill Maher documentary on crazy folk lol Apparently their mock Palm Sunday festival is a big hit. #sarcasm",521981767050616832
0,1,0,T15115688,0,neutral,Semeval-train,Looks a lot like the Redskins fumble from this past Sunday.,522908389115183104
0,0,1,T15115689,1,positive,Semeval-train,"Great trip to Nashville, including drinks and shop talk with @BradenGall tonight! Headed to speak at Ole Miss sports law symposium tomorrow.",522929553552211968
0,0,1,T15115695,1,positive,Semeval-train,"And overall, #UGA units combined rank 3rd nationally in team efficiency points, just behind Ole Miss and Auburn. http://t.co/iaFOdof3ad",522898920830410752
0,1,0,T15115696,0,neutral,Semeval-train,"Our coverage of the Tennessee and Ole Miss game starts at 3:30 tomorrow afternoon with the Tennessee Tailgate Show, featuring @joeykent",523082412520394752
0,0,1,T15115697,1,positive,Semeval-train,"Finally finished my presentation for tomorrow.
Before midnight and without the aid of Red Bull. 

So grown up of me.",522925871737602048
0,0,1,T15115700,1,positive,Semeval-train,@NiallOfficial I love you so much Niall and tomorrow is my birthday I hope for the best that you will follow me,522798488392720384
1,0,0,T15115707,-1,negative,Semeval-train,Chelsea striker Diego Costa is a doubt for the Blues' clash against Crystal Palace on Saturday through injury. http://t.co/znYAgN3h1E,523091076866129920
0,1,0,T15115710,0,neutral,Semeval-train,"One for you, @virtualstatman: Vettel's 8th place in Russia is the lowest he's *finished* in 53 races (Malaysia 2012).",521735338780532736
0,0,1,T15115712,1,positive,Semeval-train,Wear Blue &amp; White tomorrow at SCHOOL &amp; the Homecoming Football Game! Let's show our A+ visitors and Alumnis our school spirit! #tpride,522953840283246592
1,0,0,T15115714,-1,negative,Semeval-train,"Tough loss, needed to get the series tied before Bumgarner tomorrow. Oh well, we beat Kershaw twice and we weren't supposed to do that...",522598923710775296
1,0,0,T15115718,-1,negative,Semeval-train,Ugh someone just hang out with me tomorrow. All my friends are either always working or still at LSU,522881837094301696
0,1,0,T15115725,0,neutral,Semeval-train,"@TimTebow trying to get a meet &amp; greet for my niece at the Ole Miss game Saturday, is that possible??",522943891524554752
0,0,1,T15115729,1,positive,Semeval-train,Tomorrow an hour from now Chelsea look to further their impressive start. Will they do it? #CFC #CPFC http://t.co/00VWK7dOHw,523097469501308928
0,0,1,T15115732,1,positive,Semeval-train,Seahawks are 31st in passing avging 182.2 per game but remember Russell Wilson is the best QB in the league if you listen to any analyst.,522748712380932096
0,0,1,T15115734,1,positive,Semeval-train,@Eize33 I completely agree. It sucks how it worked out but flash back to the 7th innings vs Kershaw when you over use a pitcher.,522942804121886720
0,1,0,T15115739,0,neutral,Semeval-train,I WENT TO WWAT IN SPAIN 11 JULY You promise follow me in @NEREAPOMARES ???? It's impossible that you see this.. @Harry_Styles,522395253668855808
0,1,0,T15115740,0,neutral,Semeval-train,"#Sports 3 Cowboys Jerseys Among NFL Favorites: Russell Wilson may have the jersey, but the Cowb... http://t.co/jVBbxz0d6C #VoiceOfDallas",522426149603799040
0,0,1,T15115742,1,positive,Semeval-train,In just over one week I will be in blue and silver watching the #Cowboys destroy the Redskins on Monday Night Football! So psyched,522768431779942400
0,0,1,T15115745,1,positive,Semeval-train,Opening the fridge to a ginormous supply of Red Bull is a wicked way to start a Friday! Me and Red Bull Zero are going to be best friends.,522836886692188160
0,0,1,T15115760,1,positive,Semeval-train,Who watched the LSU game on last Saturday @Flight83_  was da true best,522936335464939520
0,0,1,T15115762,1,positive,Semeval-train,"Selhurst Park has always been a difficult place for Chelsea. 
We're gonna make things easy tomorrow. #CFC",523089863068114944
0,1,0,T15115766,0,neutral,Semeval-train,Cardinals Wainwright tried to mimic Kershaw's mechanics. Realized that after he tried dragging out his delivery leg kick. In wain of the 7th,522981100612624384
0,0,1,T15115767,1,positive,Semeval-train,"What a weekend. Big Blue Madness tonight, Cats at LSU tomorrow, Hawks Preds tomorrow, and @JCrew001 just bought hawks isles tickets for us",523101658000420864
1,0,0,T15115772,-1,negative,Semeval-train,Soo pissed had a crazy day at work and I totally forgot it's October 3rd fucking Aaron Samuels!,518244187398238208
0,1,0,T15115778,0,neutral,Semeval-train,"It's Friday, Friday! Gotta drink tea on Friday! (did you sing it like you were Rebecca Black?!)",523098757488209920
0,0,1,T15115779,1,positive,Semeval-train,so i didn't tweet about it yet but i went to go so the WWA concert movie on sunday with my mom bc my friends were all working hahaha,522228061027438592
0,0,1,T15115789,1,positive,Semeval-train,"Vettel is 100% correct. ""Have you perhaps a few suggestions on how I could spend Saturday afternoon in Austin?"" http://t.co/6t6aZYBFNt",522028534462550016
0,1,0,T15115791,0,neutral,Semeval-train,I have a feeling UT will give Ole Miss all they want Saturday. May be a trap game for OM. Depends on UT OL. Ole Miss has fierce pass rush.,522928942005911552
0,1,0,T15115794,0,neutral,Semeval-train,@SportsBizMiss @ChaddScott See you guys there. Flying from Chicago tomorrow. I'll be in Ole Miss shirt &amp; daughter in dress. Easy to spot.,522961898946699264
0,0,1,T15115796,1,positive,Semeval-train,"School's Out, It's Saturday @ URBN: Put the text books away 'cos School's Out, It's Saturday! Let the good tim... http://t.co/ydJyfBq6R2",523067359360065536
0,0,1,T15115798,1,positive,Semeval-train,Bill Maher may be right - Pope Frank may be an atheist. At least he's acting smarter than most predecessors. http://t.co/krd3Lx6VWK,521712291914715136
0,1,0,T15115801,0,neutral,Semeval-train,John Terry is due to captain Chelsea from the start for the 500th occasion tomorrow... http://t.co/Mc2UAfmywg #CFC http://t.co/hghHtd4kdO,523101364483006464
1,0,0,T15115802,-1,negative,Semeval-train,"Apparently the #STLCards had &amp; missed their chance in the 1st and Bumgarner's back in Koufax mode now. Wish he'd go Kershaw mode.
#NLCS
#fb",522908438146203648
0,0,1,T15115806,1,positive,Semeval-train,"Jimmy G buckets gets buckets!!! Bulls down 20pts in 4th, Jimmy with 20pts in the 4th #clutch",523079816438763520
0,0,1,T15115809,1,positive,Semeval-train,"@onedirection Hi guys, Wwat in madrid 10th of july was the best day 
of my life i wanna other day
how this please come back to spain&lt;3",523037518909157376
1,0,0,T15115814,-1,negative,Semeval-train,So tired of Chelsea and their mind games with Costa injuries. Watch him start and play 90 minutes tomorrow.,523095153784127488
0,1,0,T15115817,0,neutral,Semeval-train,Win tickets for Redskins vs the Titans. Stop by our new location at @SpringfieldTwnCtr to sign up and win! Today at 6pm-Saturday 10pm,522824867075600384
0,1,0,T15115822,0,neutral,Semeval-train,@erinscafe The 6th inning felt like the tipping point for the series. Cards can hit Kershaw but not Bumgardner.,522606023388168192
0,1,0,T15115831,0,neutral,Semeval-train,"ABC issues EDAA Trust Seal to The Exchange Lab - LONDON, 16 October, 2014. The Exchange Lab today has received the... http://t.co/RSNezNUtHn",523084023510601728
0,0,1,T15115836,1,positive,Semeval-train,"Sitting on the deck watching the sun come up, and drinking coffee is an everyday must!!",523074082557161472
0,1,0,T15115838,0,neutral,Semeval-train,"FEC hold farewell session for Maku, Obanikoro, five others: President Goodluck Jonathan on Wednesday led the F... http://t.co/013H3y8fE7",522394150906245120
1,0,0,T15115840,-1,negative,Semeval-train,"If the wild rumours about Alonso's 2015 salary being thrown around are true, that diamond encrusted mono-brow comb may be getting closer...",522688009234169856
0,0,1,T15115844,1,positive,Semeval-train,"AFC's top running backs to meet on Monday night football: Arian Foster and Le'Veon Bell are the ... http://t.co/H7hwymxKAA #NFL, #Texans",522343031173689344
0,0,1,T15115848,1,positive,Semeval-train,Sangam University Bhilwara Salutes Nobel Peace Laureates to Celebrate International Day of the Girl Child 11 Oct 2014 http://t.co/15Qxp4F0vq,521801335885144064
0,0,1,T15115850,1,positive,Semeval-train,"Just sat here casually daydreaming about Norman Reedus, you know, as you do at 3:10 on a Wednesday afternoon! Love xxx @wwwbigbaldhead",522388344840679424
0,0,1,T15115855,1,positive,Semeval-train,Vikings make sure you wear red tomorrow to show your Viking pride also at the game as well,522983815271419904
0,1,0,T15115861,0,neutral,Semeval-train,"Fernando Alonso has already signed for McLaren according to Niki Lauda, who claims he signed last Thursday http://t.co/qOJb9hPj2n",519806179531161600
0,0,1,T15115871,1,positive,Semeval-train,"Due to nine weeks testing, the Pep Rally will begin at 1:30 tomorrow, October 17. Go Vikings!!",522932925491585024
0,1,0,T15115874,0,neutral,Semeval-train,"#TBT Newton's 2nd career start came against Green Bay. Where he broke records, and nearly Clay Matthews' ankles... http://t.co/gzQVy4oRuS",522851204611997696
0,0,1,T15115875,1,positive,Semeval-train,@DrewSmithSports ahhh....true.  see you tomorrow at packers or at a HS game....or..nevermind. you're probably off.,522886803393499136
0,1,0,T15115881,0,neutral,Semeval-train,"A guy in Canada bought a cup of coffee at McDonald's on Monday.
After he got to work, he took the lid off to... http://t.co/hovnPvEyJy",523099631732162560
0,0,1,T15115887,1,positive,Semeval-train,"may she rest in peace, stay strong kakek Lee Soo Man",518686712235425792
1,0,0,T15115899,-1,negative,Semeval-train,If you thought designing brightest windmill is jokehave your last laugh at Sangam University Bhilwara 9 Nov 2014 http://t.co/WjJOkRJ10G,522934626705084416
0,1,0,T15115903,0,neutral,Semeval-train,@Jayb725L @KJF3333 @glitterglamgurl @PAK_321 @JoanaCTeixeira @tshlw Norman Reedus says this ep is like the 4th of July here in the States.,521462771733790720
0,1,0,T15115911,0,neutral,Semeval-train,Packers TE Richard Rodgers will do some catching up with his dad Sunday http://t.co/ziSa2xVwJk #packers,522857382414544896
0,0,1,T15115912,1,positive,Semeval-train,Happy Friday everyone! Coffee is on and don't forget we are open late tonight for all you BYO lovers! ;-) http://t.co/Rw0pWK4M3k,523041835594551296
0,0,1,T15115919,1,positive,Semeval-train,Words cannot describe how excited I am to be seeing Demi Lovato tomorrow!!! @ddlovato I'm not going to cry this time.,522868396573343744
0,0,1,T15115926,1,positive,Semeval-train,@GridironGents Ok cheers hope you're right. Already 54-0 down after Thursday night as my opponent had TY Hilton and Arian Foster haha!,521270446965411840
0,1,0,T15115930,0,neutral,Semeval-train,"I'm going to Chase Bryant at US Bank Arena in Cincinnati, OH - Oct 9 http://t.co/kSTkLUNtWj",519914348127735808
0,1,0,T15115934,0,neutral,Semeval-train,are you really watching 5sos on jimmy Fallon for the 10TH time http://t.co/faw5oZYUjX,522924663060824064
1,0,0,T15115943,-1,negative,Semeval-train,@TheCalcioGuy Agreed. Although it seemed like Atleti was still hungover from the Juve game. Any chance of the Azzurri game on Saturday?,519288294451187712
0,0,1,T15115946,1,positive,Semeval-train,So excited for the ball in Dec!!! Got Patrick's tux all picked out now just need to find a dress. Green Bay here we come!,522958093613678592
0,1,0,T15115949,0,neutral,Semeval-train,Wednesday's FEC filing will name some of Koch donors for the first time.  http://t.co/BSfSkXlCqP via @POLITICO,521979103516180480
0,1,0,T15115950,0,neutral,Semeval-train,Cycling Mission with Passion Team #Ride2Light Rahul Kumawat etal at Sangam University Bhilwara 15 Oct 2014 http://t.co/m5tcsJuwhd,522562381704998912
0,1,0,T15115954,0,neutral,Semeval-train,"I'm going to @AaronLewisMusic at US Bank Arena in Cincinnati, OH - Oct 9 http://t.co/8MCPXLExSD",518949355316060160
0,1,0,T15115957,0,neutral,Semeval-train,"Atletico gets the ""three package"" from Valencia just like everybody else in Mestalla. See ya Atleti. Hello 1st place! #amunt",518429175976583168
0,1,0,T15115958,0,neutral,Semeval-train,catching up on the last 3 weeks of Friday night ABC new episodes #abc2020 #tvtag http://t.co/elsU57IOXX,523049319797370880
0,0,1,T15115960,1,positive,Semeval-train,I really wanna go to knott's on the 31st,522973487111999488
0,0,1,T15115962,1,positive,Semeval-train,Sat with a yoghurt and a coffee. Niki Lauda would be proud,520999504544555008
0,1,0,T15115964,0,neutral,Semeval-train,Any1 interested in @JohnBishop100 tickets 4 the NIA on the 8th of nov? BLOCK B ROW 13 face value. Inbox me http://t.co/ifYKzGTEWr,522805196305727488
1,0,0,T15115967,-1,negative,Semeval-train,My UAN was created in Jul'14 &amp; Modi unveiled it yesterday! He is just an attention seeker. Fooling people by eating credits &amp; PR activities,523020726845317120
0,1,0,T15115971,0,neutral,Semeval-train,"Cycling Mission with Passion Team #Ride2Light Rahul Kumawat etal at Sangam University Bhilwara 15 Oct 2014
https://t.co/CGBE9nRaos",522564598952513536
0,0,1,T15115973,1,positive,Semeval-train,We always mess up when we get the chance to go up the table when Atleti or Barca mess up. PLEASE WIN TOMORROW :) @realmadrid,518420287935610880
0,1,0,T15115976,0,neutral,Semeval-train,Dan Tyler comes right back with the Vikings 3rd goal of the half,522897315057897472
0,1,0,T15115977,0,neutral,Semeval-train,"#Packers getting set to host the #Panthers Sunday afternoon. (@ Lambeau Field in Green Bay, WI) https://t.co/r8q4UxDIhB",522816772303749120
0,0,1,T15115978,1,positive,Semeval-train,Don't miss our reader offer to see The Who at the NIA in tomorrow's @ExpressandStar @ShropshireStar http://t.co/zO82ASomih,522352948832378880
0,0,1,T15115980,1,positive,Semeval-train,@wwwbigbaldhead YOU are the best! Always...Happy birthday to Mingus tomorrow....love you Norman Reedus,521508904270704640
0,1,0,T15115983,0,neutral,Semeval-train,"Fernando Alonso has already signed for McLaren according to Niki Lauda, who claims he signed last Thursday",519798657156399104
0,0,1,T15115984,1,positive,Semeval-train,CALLING ALL COLTS FANS!!!! Your Sunday just got better! Colts game watch with yours truly this Sunday @MullensonClark,522848809190440960
0,0,1,T15115992,1,positive,Semeval-train,"GOAL Neymar! 0-2, reminds me of the game before between Valencia &amp; Atleti just at the end of the 1st half! #fcblive #rayfcb",518439772323598336
0,1,0,T15115997,0,neutral,Semeval-train,Jarryd Hayne: the Australian rugby star Seattle Seahawks may bring to the NFL - The Guardian (blog): The Guard... http://t.co/xh4zNTK0cl,523097807968669696
0,0,1,T15115998,1,positive,Semeval-train,"Happy Thursday, you're all welcome

24 Reminders That Norman Reedus Has Always Been Ridiculously Sexy http://t.co/yLuS1mX7hd",522760722942423040
0,1,0,T15116002,0,neutral,Semeval-train,"heading to West Wyalong tomorrow for a couple of hours of Dr Who, Star Wars, Vikings and mexican food... as you do",522955446701670400
0,0,1,T15116003,1,positive,Semeval-train,ABC's #TGIT may simply be the best night of the week from great casting to stories to performances to the music tying it all together,522997767610695680
0,0,1,T15116010,1,positive,Semeval-train,"our deep condolences for Lee Soo Man's family, may she rest in peace :(",518658029227503616
1,0,0,T15116015,-1,negative,Semeval-train,Couldn't watch ABC tonight...couldn't take an ounce more of drama today. Will catch up tomorrow.,522992258304733184
0,0,1,T15116018,1,positive,Semeval-train,Watched 'Draft Day' tonight and it deserves a big thumbs up. Don't know much about NFL so I'm going to buy the NFL game on PS3 tomorrow.,523047188251697152
0,1,0,T15116024,0,neutral,Semeval-train,"#BurdwanBlast - NIA confirms that RDX was recovered during raids at one Rizaul Kaim's house in Burdwan, Karim on the run since Oct 2 blast",522984283972321280
0,1,0,T15116033,0,neutral,Semeval-train,Ron Rivera says Cam Newton is playing the best football of his career. Are the Packers in trouble on Sunday?... http://t.co/xKE3DXdes1,522853493678149632
0,0,1,T15116036,1,positive,Semeval-train,@_JB_luv @VirginRadioMTL Demi Lovato is in concert this Sunday at the Bell Center sweety! There's still some places available! Evenko.ca,522763117626146816
0,0,1,T15116039,1,positive,Semeval-train,"#Friday #Goodmorning #Weekendishere
What NFL game do you dream of attending this season? Make it a reality... http://t.co/JuqR0J0Mac",523021029765959680
0,0,1,T15116044,1,positive,Semeval-train,@JimIrsay  @Coby WILL tie his season high when he catches his 4th td Sunday! GO COLTS!,522847082206744576
1,0,0,T15116046,-1,negative,Semeval-train,@fakingnews: All Congress party members have stopped taking bath as it may mean they are support Modi's #SwachhhtaAbhiyaan,523076537873362944
0,1,0,T15116048,0,neutral,Semeval-train,"Fernando Alonso has already signed for McLaren according to Niki Lauda, who claims he signed last Thursday",520938282096816128
0,0,1,T15116058,1,positive,Semeval-train,Seriously loving How to Get Away with Murder! I need ABC to let me watch Episode 3 and 4 now so that I can catch up for next Thursday!,522982416332230656
0,0,1,T15116067,1,positive,Semeval-train,"not gonna lie.. Every Sunday, after The Walking Dead, I feel the need to watch The Boondock Saints. Norman Reedus is entirely responsible.",521508920335282176
0,0,1,T15116069,1,positive,Semeval-train,@TheGingerChef @brightonargus ha! Probably google. Get some pro ones done for the next time! Off to @GingerDogDish tomorrow! Can't wait,523095789191839744
0,0,1,T15116071,1,positive,Semeval-train,"Good luck tomorrow to the Hawks v @cliftonrugby (A), Vikings v @windsorrugby 2nds (A) &amp; Bears v @ChinnorRugby (H) #GTH #UTB #Hawksfamily",523053507877031936
0,0,1,T15116073,1,positive,Semeval-train,@JuliaMoffitt13 @ChuckWTHR @Colts Love blue Friday! Love that dress!Love the weather forecast! Go Colts!,523052908502589440
0,1,0,T15116078,0,neutral,Semeval-train,Wanna go to tomorrow's game with FEC? Join us at the second floor of the Ponce garage at 8 a.m.!,520602897411997696
0,1,0,T15116080,0,neutral,Semeval-train,Anyone want to see Demi Lovato tomorrow night at Mohegan Sun with me?,522833898212839424
1,0,0,T15116082,-1,negative,Semeval-train,The Jets are 30th in points differential. Have the worst PD of any NFL team that's not from Florida.,523084404202418176
0,1,0,T15116084,0,neutral,Semeval-train,"I just had something pop into my head, as I was replying to a post left by a member...

Alonso's future may not... http://t.co/tuUt5w5GHk",521730187541872640
0,0,1,T15116090,1,positive,Semeval-train,So now we got Arian Foster comin to town and we may be down our best defensive lineman. At least it's at home?,521781639765303296
0,1,0,T15116093,0,neutral,Semeval-train,"Google reveals the $649 Nexus 6, pre-orders begin on October 29th http://t.co/MGmZ3k7u9v

#Nexus #Google #Android",523097428678164480
0,1,0,T15116094,0,neutral,Semeval-train,"@whitfield_tom from the Information Point either on Saturday at the Copthorne Hotel 12noon-4pm, or from the NIA on Sunday morning from 7am.",522392927147155456
0,0,1,T15116097,1,positive,Semeval-train,Rivera says RB Jonathan Stewart looked good in practice and is confident he'll play Sunday vs. Green Bay. http://MySportsSocial,522811709434900480
0,1,0,T15116100,0,neutral,Semeval-train,Hi @drew2993 sorry we don't have PO in SM North EDSA but you may try our post office at NIA Road Quezon City.,522359054874595328
0,1,0,T15116106,0,neutral,Semeval-train,01 Oct 2014 Rock on Dandiya Nite at Sangam University Bhilwara Just Beat it - Video1 http://t.co/GVhPHx4I1h,518357039790059520
1,0,0,T15116108,-1,negative,Semeval-train,arian foster suddenly Q for monday night with a groin thing.. fuck,522873850674302976
0,1,0,T15116113,0,neutral,Semeval-train,Game and Knott's on the 18th.,522410792759484416
0,1,0,T15116114,0,neutral,Semeval-train,@toniyates33 You may just Google the name of the hoodie too and it may come up that way. That's worked for me sometimes too.,523083416820916224
0,1,0,T15116120,0,neutral,Semeval-train,Seeing Demi Lovato for the first time in 6 years tomorrow and feeling like I'm 9 again @ddlovato,522938208523649024
1,0,0,T15116125,-1,negative,Semeval-train,"Udhav should know that Modi ruled Gujarat for 12 years what you have done except ""MAR PIT"" &amp; only to say Marathi Manus even not accepted.",523004533522563072
1,0,0,T15116127,-1,negative,Semeval-train,Sick of a Congress beholden to special interests? Voice your concerns at the FEC public forum on October 9th RSVP: http://t.co/cBRD5d87In,519978161099255808
0,0,1,T15116132,1,positive,Semeval-train,Lumber Jack out tomorrow as we take down the Colts!,522936826039123968
0,0,1,T15116133,1,positive,Semeval-train,Happy Friday and don't forget about the ABC's of Yoga workshop tomorrow from 1-3 P.M. Beginners will learn... http://t.co/UCyxKpW3aX,523097349028335616
0,0,1,T15116136,1,positive,Semeval-train,"Niki Lauda believes that without the benefit of hindsight, Sunday's Japanese Grand Prix was run the correct way.... http://t.co/VoSQ1U0plN",518793548028973056
0,0,1,T15116139,1,positive,Semeval-train,It's alright after we beat the Vikings on Sunday we'll only be a game behind the pats,522952972918337536
0,1,0,T15116147,0,neutral,Semeval-train,modi launched yes'day.unified single portal was launched by UPA govt under the then labour minister Oscar Fernandes in Feb@IBNLivePolitics,523060188945727488
0,0,1,T15116150,1,positive,Semeval-train,"'Breakdance Conversation' with Jimmy Fallon &amp; Brad Pitt [VIDEO] http://t.co/HJsy3rFKxE via @1021Edge
Happy Friday Ladies!",523101055899287552
0,0,1,T15116152,1,positive,Semeval-train,How about a Day of Action and Meetups on Sat Oct 18th  with Jacqui Gingras  9:30 AM for Coffee @ Cafe Mazzega in #Lumby we'll be there :),523035899408703488
0,1,0,T15116153,0,neutral,Semeval-train,I'm MCing the Wearables&amp;Tech fashion show that leads into the Google party on Monday.  Peep the deets here:  http://t.co/lBPJsXOl2c #tech,523086531234643968
0,0,1,T15116158,1,positive,Semeval-train,@DivergentNY good morning! Cute pic! Shailene was so adorable with jimmy Fallon the other night! Happy Friday!,523100022939062272
